2,Conv2D,32768,16016,8200192,8232960,16795530752.0,16794505728.0,0,0,0,0,33590036480.0,0.002254516174239882,1471748158.5437949,0.00557173586553938,0.005594000544322754,6560754.2
3,Mean,1605632,32768,8,1605640,0,401408,0,0,0,0,401408,2.6941942412242434e-08,17587.70000671186,0.00045486334182110344,91.29334702020456,0.0
4,Relu,1605632,1605632,0,1605632,0,0,802816,0,0,0,802816,5.388388482448487e-08,35175.40001342372,0.0,45.64644607843137,0.0
5,FusedBatchNorm,1605632,1605632,0,1605632,802818,1605632,0,401408,0,0,2809858,1.8859373112289416e-07,123113.9876770253,0.0,13.041832453775942,313.60078125
8,Conv2D,401408,1605632,4194304,4595712,105227485184.0,105226960896.0,0,0,0,0,210454446080.0,0.014125407482381367,9221066004.498556,0.0004548610754932002,0.0004983927018587604,41104486.4
9,Conv2D,401408,1605632,4194304,4595712,105227485184.0,105226960896.0,0,0,0,0,210454446080.0,0.014125407482381367,9221066004.498556,0.0004548610754932002,0.0004983927018587604,41104486.4
9,Relu,401408,401408,0,401408,0,0,200704,0,0,0,200704,1.3470971206121217e-08,8793.85000335593,0.0,45.64644607843137,0.0
10,Conv2D,802816,1605632,8388608,9191424,420908367872.0,420907319296.0,0,0,0,0,841815687168.0,0.05650148917162225,36884172131.23501,0.00022743110432716442,0.0002491969717334751,164417331.2
10,Relu,401408,401408,0,401408,0,0,200704,0,0,0,200704,1.3470971206121217e-08,8793.85000335593,0.0,45.64644607843137,0.0
10,FusedBatchNorm,401408,401408,0,401408,200706,401408,0,100352,0,0,702466,4.7148533458621384e-08,30778.56264178804,0.0,13.041804605099022,78.40078125
10,Conv2D,401408,1605632,4194304,4595712,105227485184.0,105226960896.0,0,0,0,0,210454446080.0,0.014125407482381367,9221066004.498556,0.0004548610754932002,0.0004983927018587604,41104486.4
11,Relu,401408,401408,0,401408,0,0,200704,0,0,0,200704,1.3470971206121217e-08,8793.85000335593,0.0,45.64644607843137,0.0
11,Conv2D,401408,401408,9437184,9838592,236761841664.0,236760662016.0,0,0,0,0,473522503680.0,0.031782166835358075,20747398510.12175,0.00045486107549320027,0.0004742084649890048,92485094.4
11,FusedBatchNorm,401408,401408,0,401408,200706,401408,0,100352,0,0,702466,4.7148533458621384e-08,30778.56264178804,0.0,13.041804605099022,78.40078125
11,Relu,802816,802816,0,802816,0,0,401408,0,0,0,401408,2.6941942412242434e-08,17587.70000671186,0.0,45.64644607843137,0.0
